Coup ID,COW_Code,Country,Year,Month_of_Event,Day_of_Event,Type_of_Coup,Realized_Coup,Unrealized ,Military_Coup ,Rebel_Coup,Palace_Coup,Popular_Revolt,Dissident_Actions,Foreign_Coup,Internationally_Mediated_Transitions ,Forced_Resignation,Counter-Coup,Auto-Coup,Attempted_Coup,Coup_Conspiracies,Ambigious Coup,Did No Harm Come to the Incumbent?,Was the Incumbent Injured?,Was the Incumbent Killed?,Was the Incumbent Placed Under House Arrest?,Was the Incumbent Jailed?,Was the Incumbent Tried?,Did the Incumbent Flee the Country?,Was the Incumbent Expatriated ,Were Military Actors Involved in the Coup?,Were Other Security Officials Involved in the Coup?,Were Rebel Soldiers Involved in the Coup?,Were Non-Military Government Officials Involved in the Coup?,Were Non-Government Political Actors Involved in the Coup?,Were Political Radicals Involved in the Coup?,Were Business Leaders Involved in the Coup?,Were Organized Labor Activists Involved in the Coup?,Were Students or Academics Involved in the Coup?,Were Religious Leaders Involved in the Coup?,Were_Ethnic_Group_Leaders_Involved,Were_Ordinary_Citizens_Involved,Were_Mercenaries_Involved,Were_Non-Government_Foreign_Actors_Involved,Was_a_Foreign_Gov_Involved,Were_Others_than_the_Incumbent_Killed?,Were_Others_then_the_Incumbent_Injured?,Were_Others_than_the_Incumbent_Arrested?,Were_Weapons_Used_in_the_Coup?,Were_Crude_Weapons_Used?,Were_Small_Arms_Used?,Were_Explosive_Devices_Used?,Were_Military_Grade_Weapons_Used?,,53
66307001958,663,Jordan ,1958,7,0,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
67811051967,678,North Yemen ,1967,11,5,coup ,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
70001001987,700,Afghanistan ,1987,1,0,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
70009271996,700,Afghanistan ,1996,9,27,coup ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
70010151979,700,Afghanistan ,1979,10,15,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
71010011949,710,China ,1949,10,1,coup ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
77009001995,770,Pakistan ,1995,9,0,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,1,0,0,0,0,0,,
77103241982,771,Bangladesh ,1982,3,24,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
77110171980,771,Bangladesh ,1980,10,17,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
77507251998,775,Myanmar ,1988,7,25,coup ,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,,
79010081960,790,Nepal ,1960,10,8,attempt ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
81101071979,811,Cambodia ,1979,1,7,coup ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
81107001994,811,Cambodia ,1994,7,0,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
81210001990,812,Laos ,1990,10,0,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
81212021975,812,Laos ,1975,12,2,coup ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
81706111965,817,South Vietnam ,1965,6,11,coup ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
81712201964,817,South Vietnam ,1964,12,20,coup ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
82000001983,820,Maldives ,1983,6,0,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
84010181950,840,Philippines ,1950,10,18,conspiracy ,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
85005001957,850,Indonesia ,1957,5,0,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
91003141990,910,Papa New Guinea ,1990,3,14,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201211948,2,United States of America ,1948,1,21,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
4001011959,40,Cuba ,1959,1,1,coup ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,,
4003101952,40,Cuba ,1952,3,10,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
4003131957,40,Cuba ,1957,3,13,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
4004031956,40,Cuba ,1956,4,3,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4004171961,40,Cuba ,1961,4,17,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,. ,1,0,1,1,1,1,1,0,0,0,1,,
4005171946,40,Cuba ,1946,5,17,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
4006061959,40,Cuba ,1959,6,6,conspiracy ,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,
4009051957,40,Cuba ,1957,9,5,attempt ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,,
4009211947,40,Cuba ,1947,9,21,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4100001958,41,Haiti ,1958,6,0,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4101111946,41,Haiti ,1946,1,11,coup ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,,
4102071957,41,Haiti ,1957,2,7,coup ,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4102071986,41,Haiti ,1986,2,7,coup ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
4103012004,41,Haiti ,2004,3,1,coup ,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,
4103101990,41,Haiti ,1990,3,10,coup ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,,
4104021957,41,Haiti ,1957,4,2,coup ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4104021989,41,Haiti ,1989,4,2,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,,
4104051989,41,Haiti ,1989,4,5,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4104241970,41,Haiti ,1970,4,24,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4105101950,41,Haiti ,1950,5,10,coup ,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4105201957,41,Haiti ,1957,5,20,coup ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,
4105201968,41,Haiti ,1968,5,20,attempt ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,. ,0,0,0,1,1,1,1,0,0,0,0,,
4105251957,41,Haiti ,1957,5,25,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,1,1,1,1,0,0,1,0,,
4106011984,41,Haiti ,1984,6,1,conspiracy ,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
4106141957,41,Haiti ,1957,6,14,coup ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,,
4106141964,41,Haiti ,1964,6,14,coup ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4106191988,41,Haiti ,1988,6,19,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4107001958,41,Haiti ,1958,7,0,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4109171988,41,Haiti ,1988,9,17,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4109301991,41,Haiti ,1991,9,30,coup ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,
4110141994,41,Haiti ,1994,10,14,coup ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
4110162000,41,Haiti ,2000,10,16,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4112121956,41,Haiti ,1956,12,12,coup ,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4201191962,42,Dominican Republic ,1962,1,19,coup ,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4202001973,42,Dominican Republic ,1973,2,0,attempt ,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
4204251965,42,Dominican Republic ,1965,4,25,coup ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,,
4205301961,42,Dominican Republic ,1961,5,30,attempt ,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,,
4206001949,42,Dominican Republic ,1949,6,0,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
4206141959,42,Dominican Republic ,1959,6,14,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,1,1,1,1,1,0,0,0,0,,
4208301965,42,Dominican Republic ,1965,8,30,coup ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,. ,0,0,1,0,0,0,0,0,0,0,0,,
4209251963,42,Dominican Republic ,1963,9,25,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4210001946,42,Dominican Republic ,1946,10,0,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4211221965,42,Dominican Republic ,1965,11,22,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
5106001980,51,Jamaica ,1980,6,0,conspiracy ,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,1,0,0,1,0,0,0,0,,
5503131979,55,Grenada ,1979,3,13,coup ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,
5510141983,55,Grenada ,1983,10,14,attempt ,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,. ,0,0,0,1,1,1,1,0,0,0,0,,
5510191983,55,Grenada ,1983,10,19,coup ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,,
5510311983,55,Grenada ,1983,10,31,coup ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,,
7003001971,70,Mexico ,1971,3,0,conspiracy ,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
7007001954,70,Mexico ,1954,7,0,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
7007201967,70,Mexico ,1967,7,20,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,. ,0,0,0,0,0,1,0,0,0,0,0,,
9000001950,90,Guatemala ,1950,6,0,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,
9003231982,90,Guatemala ,1982,3,23,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9003291953,90,Guatemala ,1953,3,29,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
9003301963,90,Guatemala ,1963,3,30,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9005111988,90,Guatemala ,1988,5,11,attempt ,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9005201955,90,Guatemala ,1955,5,20,attempt ,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
9005251993,90,Guatemala ,1993,5,25,attempt ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9006271954,90,Guatemala ,1954,6,27,coup ,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,. ,0,0,1,1,1,1,1,0,0,0,0,,
9006291954,90,Guatemala ,1954,6,29,coup ,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,1,0,0,0,0,0,0,0,0,,
9008081983,90,Guatemala ,1983,8,8,coup ,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9008141982,90,Guatemala ,1982,8,14,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9010201982,90,Guatemala ,1982,10,20,attempt ,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9010241957,90,Guatemala ,1957,10,24,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9011131960,90,Guatemala ,1960,11,13,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9104221975,91,Honduras ,1975,4,22,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9107071957,91,Honduras ,1957,7,7,coup ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9107301999,91,Honduras ,1999,7,30,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9110031963,91,Honduras ,1963,10,3,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9110211956,91,Honduras ,1956,10,21,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9110211977,91,Honduras ,1977,10,21,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9112041972,91,Honduras ,1972,12,4,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9112061954,91,Honduras ,1954,12,6,coup ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9201061949,92,El Salvador ,1949,1,6,coup ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9201251961,92,El Salvador ,1961,1,25,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,
9203251972,92,El Salvador ,1972,3,25,attempt ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,,
9209231952,92,El Salvador ,1952,9,23,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9210151979,92,El Salvador ,1979,10,15,coup ,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
9212071980,92,El Salvador ,1980,12,7,coup ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9212141948,92,El Salvador ,1948,12,14,coup ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9300001954,93,Nicaragua ,1954,6,0,conspiracy ,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
9301221967,93,Nicaragua ,1967,1,22,attempt ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9305251947,93,Nicaragua ,1947,5,25,coup ,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9307171979,93,Nicaragua ,1979,7,17,coup ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,
9311171980,93,Nicaragua ,1980,11,17,attempt ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,. ,0,0,0,1,0,0,1,0,0,0,0,,
9312001957,93,Nicaragua ,1957,12,0,conspiracy ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9401111955,94,Costa Rica ,1955,1,11,attempt ,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,. ,0,0,0,0,0,0,0,0,0,0,0,,
9404251948,94,Costa Rica ,1948,4,25,coup ,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,,
